subject;palette;user_answer;time;ref;left;right;true_answer;correct;incorrect;baseline;luminance_left;luminance_right;luminance_total;luminance_diff;lab_left;lab_right;lab_total;lab_diff;ucs_left;ucs_right;ucs_total;ucs_diff;name_left;name_right;name_total;name_diff;sal_left;sal_right;sal_ref;create_time
59ab61fe2ebd06097c6acf7f;magma;b;3148;0.8;0.7;0.85;b;true;0;0.05;10.715;5.694;16.409;5.021;22.893;12.634;35.097;10.259;14.102;7.346;21.338;6.756;0.314;0.058;0.497;0.256;0.316;0.352;0.404;Sat Sep 02 2017 19:03:21 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;1579;0.45;0.05;0.65;b;true;0;0.20;37.910;18.264;56.174;19.646;63.018;50.053;86.095;12.965;47.996;27.996;69.600;20.000;0.968;0.928;1.000;0.040;0.612;0.321;0.356;Sat Sep 02 2017 19:03:22 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;6862;0.6;0.2;0.8;b;true;0;0.20;35.624;20.900;56.524;14.724;73.783;43.995;104.435;29.788;54.592;27.395;72.102;27.197;0.987;0.824;1.000;0.163;0.326;0.404;0.381;Sat Sep 02 2017 19:03:29 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;1341;0.8;0.6;0.9;b;true;0;0.10;20.900;11.719;32.619;9.181;43.995;25.057;64.143;18.938;27.395;14.684;40.920;12.711;0.824;0.241;0.909;0.583;0.381;0.288;0.404;Sat Sep 02 2017 19:03:30 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;1091;0.5;0.3;0.9;a;true;0;0.20;17.740;41.400;59.139;23.660;38.598;77.749;105.522;39.151;28.741;50.538;70.717;21.797;0.323;0.962;1.000;0.639;0.609;0.288;0.254;Sat Sep 02 2017 19:03:31 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;1305;0.8;0.7;1;a;true;0;0.10;10.715;23.742;34.458;13.027;22.893;48.212;69.708;25.319;14.102;28.782;42.509;14.680;0.314;0.855;0.969;0.541;0.316;0.232;0.404;Sat Sep 02 2017 19:03:33 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;949;0.4;0.2;0.5;b;true;0;0.10;17.843;9.000;26.844;8.843;27.857;22.009;49.115;5.848;27.658;14.763;41.805;12.895;0.067;0.288;0.372;-0.221;0.326;0.254;0.565;Sat Sep 02 2017 19:03:34 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;890;0.9;0.85;1;a;true;0;0.05;6.026;12.023;18.048;5.997;12.446;23.294;35.692;10.848;7.347;14.129;21.466;6.782;0.077;0.557;0.740;0.480;0.352;0.232;0.288;Sat Sep 02 2017 19:03:35 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;4244;0.2;0.1;0.25;b;true;0;0.05;8.405;3.828;12.233;4.577;18.385;10.654;28.840;7.731;12.425;6.030;18.297;6.395;0.580;0.033;0.798;0.547;0.411;0.372;0.318;Sat Sep 02 2017 19:00:40 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;9735;0.55;0.15;0.75;b;true;0;0.20;30.283;15.012;45.296;15.271;82.642;46.346;123.179;36.296;46.855;24.927;68.055;21.928;0.947;0.712;1.000;0.235;0.339;0.397;0.241;Sat Sep 02 2017 19:00:50 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;12679;0.6;0.2;0.8;b;false;1;0.20;29.839;14.610;44.449;15.229;83.112;47.787;122.369;35.325;47.036;24.677;68.105;22.359;0.942;0.346;1.000;0.596;0.318;0.436;0.278;Sat Sep 02 2017 19:01:03 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;4078;0.6;0.4;1;a;true;0;0.20;14.850;29.196;44.046;14.346;41.549;88.248;113.246;46.699;24.419;45.758;65.580;21.339;0.620;1.000;1.000;0.380;0.224;0.728;0.278;Sat Sep 02 2017 19:01:07 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;2819;0.5;0.4;0.55;b;true;0;0.05;7.705;3.383;11.089;4.322;20.984;9.789;30.741;11.195;12.749;5.653;18.361;7.096;0.316;0.010;0.392;0.306;0.224;0.241;0.228;Sat Sep 02 2017 19:01:10 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;14427;0.8;0.6;0.9;b;true;0;0.10;14.610;7.555;22.165;7.055;47.787;29.151;72.665;18.636;24.677;12.779;36.527;11.898;0.346;0.334;0.611;0.012;0.278;0.202;0.436;Sat Sep 02 2017 19:01:24 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;7901;0.3;0.2;0.5;a;true;0;0.10;7.527;15.168;22.695;7.641;21.333;42.027;63.046;20.694;11.936;24.918;36.130;12.982;0.071;0.635;0.716;0.564;0.318;0.228;0.365;Sat Sep 02 2017 19:01:32 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;4470;0.4;0.3;0.6;a;true;0;0.10;7.463;14.850;22.312;7.387;21.117;41.549;62.404;20.432;12.349;24.419;36.313;12.070;0.077;0.620;0.900;0.543;0.365;0.278;0.224;Sat Sep 02 2017 19:01:36 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;11319;0.1;0;0.15;b;true;0;0.05;8.514;4.200;12.713;4.314;13.045;8.032;19.756;5.013;12.086;6.065;17.975;6.021;0.026;0.010;0.060;0.016;0.480;0.339;0.411;Sat Sep 02 2017 19:01:48 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;3563;0.3;0.25;0.4;a;true;0;0.05;3.699;7.463;11.162;3.764;10.705;21.117;31.783;10.412;5.952;12.349;18.205;6.397;0.010;0.077;0.113;0.067;0.372;0.224;0.365;Sat Sep 02 2017 19:01:51 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;2827;0.7;0.5;0.8;b;true;0;0.10;14.708;7.047;21.754;7.661;44.205;25.096;66.366;19.109;24.399;12.144;36.001;12.255;0.712;0.025;0.826;0.687;0.228;0.436;0.358;Sat Sep 02 2017 19:01:54 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;2821;0.2;0.15;0.3;a;true;0;0.05;4.205;7.527;11.732;3.322;10.533;21.333;31.763;10.800;6.432;11.936;18.224;5.504;0.475;0.071;0.747;-0.404;0.339;0.365;0.318;Sat Sep 02 2017 19:01:57 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;2211;0.8;0.7;0.85;b;true;0;0.05;7.047;3.862;10.909;3.185;25.096;14.795;39.372;10.301;12.144;6.534;18.566;5.610;0.025;0.045;0.106;-0.020;0.358;0.297;0.436;Sat Sep 02 2017 19:01:59 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;2194;0.7;0.65;0.8;a;false;1;0.05;3.711;7.047;10.758;3.336;12.421;25.096;36.954;12.675;6.419;12.144;18.473;5.725;0.036;0.025;0.098;-0.011;0.315;0.436;0.358;Sat Sep 02 2017 19:02:01 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;3086;0.3;0.2;0.35;b;true;0;0.05;7.527;3.835;11.362;3.692;21.333;10.941;32.223;10.392;11.936;6.296;18.117;5.640;0.071;0.015;0.115;0.056;0.318;0.280;0.365;Sat Sep 02 2017 19:02:04 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;2220;0.4;0;0.6;b;true;0;0.20;31.908;14.850;46.758;17.058;66.488;41.549;104.523;24.939;45.042;24.419;64.396;20.623;0.977;0.620;0.999;0.357;0.480;0.278;0.224;Sat Sep 02 2017 19:02:07 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;1890;0.4;0.2;0.5;b;true;0;0.10;14.990;7.705;22.695;7.285;42.326;20.984;63.046;21.342;24.002;12.749;36.130;11.253;0.183;0.316;0.716;-0.133;0.318;0.228;0.224;Sat Sep 02 2017 19:02:09 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;2032;0.8;0.75;0.9;a;true;0;0.05;3.359;7.555;10.914;4.196;12.847;29.151;41.465;16.304;5.952;12.779;18.581;6.827;0.010;0.334;0.385;0.324;0.397;0.202;0.436;Sat Sep 02 2017 19:02:11 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;3358;0.5;0.1;0.7;b;true;0;0.20;31.100;14.708;45.807;16.392;80.215;44.205;120.379;36.010;46.678;24.399;67.156;22.279;0.965;0.712;0.999;0.253;0.411;0.358;0.228;Sat Sep 02 2017 19:02:14 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;2078;0.7;0.6;0.75;b;true;0;0.05;7.563;3.688;11.251;3.875;24.033;12.438;35.986;11.595;12.751;6.224;18.897;6.527;0.243;0.019;0.327;0.224;0.278;0.397;0.358;Sat Sep 02 2017 19:02:16 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;1836;0.9;0.8;0.95;b;true;0;0.05;7.555;3.509;11.064;4.046;29.151;13.869;42.080;15.282;12.779;6.323;18.777;6.456;0.334;0.576;0.959;-0.242;0.436;0.490;0.202;Sat Sep 02 2017 19:02:18 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;1795;0.9;0.85;1;a;true;0;0.05;3.693;7.031;10.724;3.338;14.607;24.974;38.547;10.367;6.327;12.169;18.168;5.842;0.172;0.661;0.978;0.489;0.297;0.728;0.202;Sat Sep 02 2017 19:02:21 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;4078;0.2;0.1;0.4;a;true;0;0.10;8.405;14.990;23.395;6.585;18.385;42.326;59.896;23.941;12.425;24.002;35.348;11.577;0.580;0.183;0.895;-0.397;0.411;0.224;0.318;Sat Sep 02 2017 19:02:26 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;3137;0.6;0.55;0.7;a;true;0;0.05;3.761;7.563;11.324;3.802;10.930;24.033;34.722;13.103;6.150;12.751;18.844;6.601;0.119;0.243;0.619;0.124;0.241;0.358;0.278;Sat Sep 02 2017 19:02:29 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;2207;0.5;0.3;0.9;a;true;0;0.20;15.168;29.310;44.478;14.142;42.027;88.366;120.599;46.339;24.918;47.240;68.450;22.322;0.635;0.897;1.000;0.262;0.365;0.202;0.228;Sat Sep 02 2017 19:02:31 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;6000;0.55;0.35;0.95;a;true;0;0.20;14.717;29.435;44.152;14.718;40.883;89.665;117.569;48.782;24.342;46.950;67.261;22.608;0.585;0.991;1.000;0.406;0.280;0.490;0.241;Sat Sep 02 2017 19:02:37 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;3133;0.7;0.6;0.9;a;true;0;0.10;7.563;14.602;22.165;7.039;24.033;52.802;72.665;28.769;12.751;24.563;36.527;11.812;0.243;0.412;0.611;0.169;0.278;0.202;0.358;Sat Sep 02 2017 19:02:40 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;2712;0.5;0.45;0.6;a;true;0;0.05;4.010;7.144;11.154;3.134;11.186;20.689;31.828;9.503;6.748;11.788;18.496;5.040;0.072;0.180;0.358;0.108;0.226;0.278;0.228;Sat Sep 02 2017 19:02:43 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;3780;0.6;0.5;0.8;a;true;0;0.10;7.144;14.610;21.754;7.466;20.689;47.787;66.366;27.098;11.788;24.677;36.001;12.889;0.180;0.346;0.826;0.166;0.228;0.436;0.278;Sat Sep 02 2017 19:02:46 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;2211;0.5;0.4;0.7;a;true;0;0.10;7.705;14.708;22.413;7.003;20.984;44.205;64.473;23.221;12.749;24.399;36.752;11.650;0.316;0.712;0.919;0.396;0.224;0.358;0.228;Sat Sep 02 2017 19:02:49 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;2282;0.8;0.7;1;a;true;0;0.10;7.047;14.586;21.633;7.539;25.096;51.683;72.260;26.587;12.144;24.140;34.912;11.996;0.025;1.000;1.000;0.975;0.358;0.728;0.436;Sat Sep 02 2017 19:02:51 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;2086;0.2;0;0.3;b;true;0;0.10;16.918;7.527;24.445;9.391;28.439;21.333;47.217;7.106;24.010;11.936;34.707;12.074;0.689;0.071;0.959;0.618;0.480;0.365;0.318;Sat Sep 02 2017 19:02:53 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;2043;0.3;0.1;0.4;b;true;0;0.10;15.932;7.463;23.395;8.469;39.306;21.117;59.896;18.189;23.959;12.349;35.348;11.610;0.863;0.077;0.895;0.786;0.411;0.224;0.365;Sat Sep 02 2017 19:02:55 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;4622;0.6;0.5;0.65;b;true;0;0.05;7.144;3.852;10.996;3.292;20.689;11.742;32.285;8.947;11.788;6.357;18.098;5.431;0.180;0.099;0.487;0.081;0.228;0.315;0.278;Sat Sep 02 2017 19:03:00 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;2749;0.45;0.05;0.65;b;true;0;0.20;31.516;15.006;46.522;16.510;73.520;43.327;113.446;30.193;45.658;24.757;65.900;20.901;0.986;0.647;1.000;0.339;0.510;0.315;0.226;Sat Sep 02 2017 19:03:03 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;1984;0.4;0.3;0.45;b;true;0;0.05;7.463;3.696;11.158;3.767;21.117;9.818;30.915;11.299;12.349;6.029;18.319;6.320;0.077;0.098;0.328;-0.021;0.365;0.226;0.224;Sat Sep 02 2017 19:03:04 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;1820;0.6;0.4;0.7;b;true;0;0.10;14.850;7.563;22.413;7.287;41.549;24.033;64.473;17.516;24.419;12.751;36.752;11.668;0.620;0.243;0.919;0.377;0.224;0.358;0.278;Sat Sep 02 2017 19:03:06 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;1828;0.5;0.3;0.6;b;true;0;0.10;15.168;7.144;22.312;8.024;42.027;20.689;62.404;21.338;24.918;11.788;36.313;13.130;0.635;0.180;0.900;0.455;0.365;0.278;0.228;Sat Sep 02 2017 19:03:08 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;2249;0.1;0.05;0.2;a;true;0;0.05;4.425;8.405;12.830;3.980;6.786;18.385;23.982;11.599;6.276;12.425;18.471;6.149;0.010;0.580;0.682;0.570;0.510;0.318;0.411;Sat Sep 02 2017 19:03:10 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;4721;0.4;0.35;0.5;a;true;0;0.05;3.628;7.705;11.334;4.077;10.189;20.984;31.150;10.795;6.085;12.749;18.775;6.664;0.029;0.316;0.502;0.287;0.280;0.228;0.224;Sat Sep 02 2017 19:03:15 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;b;4624;0.4;0.2;0.8;a;false;1;0.20;14.990;29.459;44.449;14.469;42.326;85.109;122.369;42.783;24.002;47.899;68.105;23.897;0.183;0.973;1.000;0.790;0.318;0.436;0.224;Sat Sep 02 2017 19:03:20 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;viridis;a;2365;0.45;0.25;0.85;a;true;0;0.20;14.857;29.626;44.484;14.769;41.554;87.439;121.996;45.885;24.104;48.140;68.625;24.036;0.374;0.940;1.000;0.566;0.372;0.297;0.226;Sat Sep 02 2017 19:03:22 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;b;2949;0.8;0.7;0.85;b;true;0;0.05;10.715;5.694;16.409;5.021;22.893;12.634;35.097;10.259;14.102;7.346;21.338;6.756;0.314;0.058;0.497;0.256;0.316;0.352;0.404;Sat Sep 02 2017 19:03:32 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;1984;0.4;0.35;0.5;a;true;0;0.05;4.326;9.000;13.327;4.674;8.565;22.009;30.534;13.444;6.950;14.763;21.657;7.813;0.001;0.288;0.312;0.287;0.621;0.254;0.565;Sat Sep 02 2017 19:03:34 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;1898;0.5;0.4;0.7;a;true;0;0.10;9.000;18.965;27.966;9.965;22.009;49.085;70.053;27.076;14.763;27.247;40.809;12.484;0.288;0.804;0.996;0.516;0.565;0.316;0.254;Sat Sep 02 2017 19:03:36 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;3071;0.6;0.4;1;a;true;0;0.20;17.781;44.642;62.423;26.861;47.467;84.027;104.883;36.560;28.493;54.190;71.549;25.697;0.969;0.998;1.000;0.029;0.565;0.232;0.381;Sat Sep 02 2017 19:03:39 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;2431;0.4;0.2;0.8;a;true;0;0.20;17.843;38.681;56.524;20.838;27.857;81.533;104.435;53.676;27.658;50.530;72.102;22.872;0.067;0.999;1.000;0.932;0.326;0.404;0.565;Sat Sep 02 2017 19:03:41 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;1734;0.4;0.3;0.6;a;true;0;0.10;8.739;17.781;26.520;9.042;16.670;47.467;63.934;30.797;14.122;28.493;42.141;14.371;0.005;0.969;0.985;0.964;0.609;0.381;0.565;Sat Sep 02 2017 19:03:43 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;b;1960;0.6;0.4;0.7;b;true;0;0.10;17.781;10.184;27.966;7.597;47.467;25.173;70.053;22.294;28.493;14.282;40.809;14.211;0.969;0.487;0.996;0.482;0.565;0.316;0.381;Sat Sep 02 2017 19:03:45 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;b;1898;0.4;0;0.6;b;true;0;0.20;35.414;17.781;53.196;17.633;67.528;47.467;81.391;20.061;47.759;28.493;68.724;19.266;1.000;0.969;1.000;0.031;0.844;0.381;0.565;Sat Sep 02 2017 19:03:47 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;b;1884;0.2;0.1;0.25;b;true;0;0.05;11.065;4.783;15.848;6.282;34.655;7.168;40.161;27.487;14.222;7.313;20.367;6.909;0.657;0.015;0.777;0.642;0.353;0.413;0.326;Sat Sep 02 2017 19:03:49 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;5264;0.2;0.1;0.4;a;true;0;0.10;11.065;17.843;28.908;6.778;34.655;27.857;45.871;-6.798;14.222;27.658;37.677;13.436;0.657;0.067;0.884;-0.590;0.353;0.565;0.326;Sat Sep 02 2017 19:03:54 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;b;2672;0.6;0.55;0.7;a;false;1;0.05;4.738;10.184;14.923;5.446;14.073;25.173;38.279;11.100;7.423;14.282;21.204;6.859;0.056;0.487;0.639;0.431;0.335;0.316;0.381;Sat Sep 02 2017 19:03:57 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;2969;0.5;0.3;0.9;a;true;0;0.20;17.740;41.400;59.139;23.660;38.598;77.749;105.522;39.151;28.741;50.538;70.717;21.797;0.323;0.962;1.000;0.639;0.609;0.288;0.254;Sat Sep 02 2017 19:04:00 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;2234;0.6;0.5;0.8;a;true;0;0.10;8.781;20.900;29.681;12.119;25.579;43.995;63.166;18.416;13.946;27.395;38.615;13.449;0.421;0.824;0.941;0.403;0.254;0.404;0.381;Sat Sep 02 2017 19:04:02 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;b;3260;0.5;0.1;0.7;b;true;0;0.20;37.908;18.965;56.873;18.943;58.012;49.085;90.390;8.927;50.300;27.247;71.018;23.053;0.924;0.804;1.000;0.120;0.353;0.316;0.254;Sat Sep 02 2017 19:04:05 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;2123;0.5;0.45;0.6;a;true;0;0.05;4.580;8.781;13.361;4.201;11.700;25.579;37.203;13.879;7.462;13.946;21.308;6.484;0.153;0.421;0.847;0.268;0.356;0.381;0.254;Sat Sep 02 2017 19:04:07 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;1884;0.3;0.2;0.5;a;true;0;0.10;9.104;17.740;26.844;8.636;12.419;38.598;49.115;26.179;13.909;28.741;41.805;14.832;0.051;0.323;0.372;0.272;0.326;0.254;0.609;Sat Sep 02 2017 19:04:09 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;2312;0.3;0.25;0.4;a;true;0;0.05;4.321;8.739;13.060;4.418;6.519;16.670;23.113;10.151;6.725;14.122;20.768;7.397;0.013;0.005;0.027;-0.008;0.413;0.565;0.609;Sat Sep 02 2017 19:04:11 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;4326;0.8;0.7;1;a;true;0;0.10;10.715;23.742;34.458;13.027;22.893;48.212;69.708;25.319;14.102;28.782;42.509;14.680;0.314;0.855;0.969;0.541;0.316;0.232;0.404;Sat Sep 02 2017 19:04:16 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;b;2001;0.3;0.2;0.35;b;true;0;0.05;9.104;4.413;13.517;4.691;12.419;8.116;19.657;4.303;13.909;7.186;20.900;6.723;0.051;0.001;0.059;0.050;0.326;0.621;0.609;Sat Sep 02 2017 19:04:18 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;2312;0.6;0.2;0.8;b;false;1;0.20;35.624;20.900;56.524;14.724;73.783;43.995;104.435;29.788;54.592;27.395;72.102;27.197;0.987;0.824;1.000;0.163;0.326;0.404;0.381;Sat Sep 02 2017 19:04:20 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;b;5077;0.55;0.15;0.75;b;true;0;0.20;36.045;20.543;56.589;15.502;61.499;47.502;96.965;13.997;52.571;27.858;72.306;24.713;0.935;0.852;1.000;0.083;0.260;0.332;0.335;Sat Sep 02 2017 19:04:25 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;2094;0.9;0.85;1;a;true;0;0.05;6.026;12.023;18.048;5.997;12.446;23.294;35.692;10.848;7.347;14.129;21.466;6.782;0.077;0.557;0.740;0.480;0.352;0.232;0.288;Sat Sep 02 2017 19:04:30 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;b;1850;0.3;0.1;0.4;b;true;0;0.10;20.169;8.739;28.908;11.430;41.125;16.670;45.871;24.455;25.832;14.122;37.677;11.710;0.870;0.005;0.884;0.865;0.353;0.565;0.609;Sat Sep 02 2017 19:04:32 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;3962;0.4;0.2;0.5;b;false;1;0.10;17.843;9.000;26.844;8.843;27.857;22.009;49.115;5.848;27.658;14.763;41.805;12.895;0.067;0.288;0.372;-0.221;0.326;0.254;0.565;Sat Sep 02 2017 19:04:36 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;2484;0.8;0.75;0.9;a;true;0;0.05;5.095;11.719;16.814;6.624;10.935;25.057;35.882;14.122;6.580;14.684;21.230;8.104;0.080;0.241;0.468;0.161;0.332;0.288;0.404;Sat Sep 02 2017 19:04:38 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;2220;0.1;0.05;0.2;a;true;0;0.05;4.582;11.065;15.647;6.483;19.035;34.655;53.494;15.620;7.195;14.222;21.074;7.027;0.511;0.657;0.917;0.146;0.612;0.326;0.353;Sat Sep 02 2017 19:04:40 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;1898;0.45;0.25;0.85;a;true;0;0.20;17.480;39.954;57.434;22.474;33.337;78.424;106.296;45.087;27.957;49.949;71.042;21.992;0.075;0.991;1.000;0.916;0.413;0.352;0.356;Sat Sep 02 2017 19:04:42 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;3344;0.55;0.35;0.95;a;true;0;0.20;17.369;43.551;60.920;26.182;42.028;80.458;104.432;38.430;28.121;52.655;70.825;24.534;0.870;0.972;1.000;0.102;0.621;0.247;0.335;Sat Sep 02 2017 19:04:46 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;b;2336;0.6;0.5;0.65;b;true;0;0.05;8.781;4.903;13.684;3.878;25.579;13.518;38.617;12.061;13.946;7.216;20.827;6.730;0.421;0.268;0.683;0.153;0.254;0.321;0.381;Sat Sep 02 2017 19:04:48 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;b;4607;0.1;0;0.15;b;true;0;0.05;6.507;5.905;12.412;0.602;28.986;18.068;46.783;10.918;14.215;7.253;21.441;6.962;0.712;0.182;0.947;0.530;0.844;0.260;0.353;Sat Sep 02 2017 19:04:52 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;2750;0.8;0.6;0.9;b;false;1;0.10;20.900;11.719;32.619;9.181;43.995;25.057;64.143;18.938;27.395;14.684;40.920;12.711;0.824;0.241;0.909;0.583;0.381;0.288;0.404;Sat Sep 02 2017 19:04:55 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;4704;0.45;0.05;0.65;b;false;1;0.20;37.910;18.264;56.174;19.646;63.018;50.053;86.095;12.965;47.996;27.996;69.600;20.000;0.968;0.928;1.000;0.040;0.612;0.321;0.356;Sat Sep 02 2017 19:05:00 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;b;2094;0.7;0.5;0.8;b;true;0;0.10;18.965;10.715;29.681;8.250;49.085;22.893;63.166;26.192;27.247;14.102;38.615;13.145;0.804;0.314;0.941;0.490;0.254;0.404;0.316;Sat Sep 02 2017 19:05:02 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;b;2075;0.2;0;0.3;b;true;0;0.10;17.571;9.104;26.675;8.467;63.007;12.419;67.556;50.588;28.089;13.909;37.915;14.180;0.998;0.051;1.000;0.947;0.844;0.609;0.326;Sat Sep 02 2017 19:05:04 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;b;1948;0.5;0.4;0.55;b;true;0;0.05;9.000;4.042;13.043;4.958;22.009;11.551;33.531;10.458;14.763;6.572;21.277;8.191;0.288;0.246;0.847;0.042;0.565;0.335;0.254;Sat Sep 02 2017 19:05:06 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;b;2141;0.7;0.6;0.75;b;true;0;0.05;10.184;5.621;15.805;4.563;25.173;12.332;35.702;12.841;14.282;7.606;21.415;6.676;0.487;0.128;0.750;0.359;0.381;0.332;0.316;Sat Sep 02 2017 19:05:08 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;b;3188;0.9;0.8;0.95;b;true;0;0.05;11.719;6.194;17.913;5.525;25.057;12.398;37.379;12.659;14.684;7.368;22.033;7.316;0.241;0.155;0.579;0.086;0.404;0.247;0.288;Sat Sep 02 2017 19:05:11 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;3021;0.7;0.6;0.9;a;true;0;0.10;10.184;22.435;32.619;12.251;25.173;47.176;64.143;22.003;14.282;28.582;40.920;14.300;0.487;0.684;0.909;0.197;0.381;0.288;0.316;Sat Sep 02 2017 19:05:14 GMT-0700 (PDT)
59ab62442ebd06097c6ad09a;magma;a;2025;0.2;0.15;0.3;a;true;0;0.05;5.159;9.104;14.263;3.945;16.682;12.419;24.743;-4.263;7.293;13.909;20.264;6.616;0.223;0.051;0.415;-0.172;0.260;0.609;0.326;Sat Sep 02 2017 19:05:16 GMT-0700 (PDT)
